user_id,imei,houseid_seq,cateid_seq,localid_seq,xq_seq,price_seq,area_seq,diff_time_seq,weight_seq,masks_seq,timestamp_seq,action_weight_seq,staytime_seq
94,0b5ade26dc6df065f1029752c3a9b5ad,"4177436216975363,4134012815645703,3701992296308748,4134012815645703,4180649701207043,4172460897901571,4175114740506635,4160876238461967,4178183684792326,4074201377188878,4175114740506635,4173335258803215,4134012815645703,4180649701207043,4179406861118475,4175114740506635,4173335258803215,4172460897901571,4178256898927629,4160876238461967,4184981535861762,4186473729764357,4184847042682893,4183597092461573,4128417303059456,4128417303059456","11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","34129,34129,34129,34129,34129,34129,34129,34129,25925,34129,34129,34129,34129,34129,34129,34129,34129,34129,25925,34129,25925,25925,25925,25925,34129,34129","100501907,104723554,100502327,104723554,100501907,100501907,100501907,100501907,103985063,100501907,100501907,100501907,104723554,100501907,100501907,100501907,100501907,100501907,104714039,100501907,104815381,104815381,104815381,104815381,103514369,103514369","2,3,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3","2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2","722503,722438,722387,605043,605002,604906,604894,604856,602811,602695,598070,598057,546498,546472,546411,546399,546383,546281,546269,546109,253974,253918,253578,253294,253276,253266","1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.11920292202211755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754447480563,1754447544619,1754447595974,1754564939597,1754564980827,1754565077064,1754565089510,1754565126687,1754567171700,1754567288571,1754571913258,1754571926396,1754623485512,1754623511220,1754623572493,1754623584185,1754623599764,1754623702561,1754623713766,1754623873785,1754916008744,1754916065338,1754916405257,1754916689544,1754916706591,1754916717204","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","13739,28562,5505,4543,12525,10142,13428,8888,9301,11663,10553,14804,9320,9696,5493,13757,10718,6008,17060,8833,15434,13483,9786,10864,11737,11737"
95,0ba86249dd89cd00ab2e8126aa42d50a999517c3,"4088812235451400,4122335211937793,2914219337440259,4177594126048265,4182507784806405,4182509364224008,3436554867678216","11,11,11,11,11,11,11","31346,31763,31763,32631,25011,3002,27722","102285361,102282288,102282288,105043303,100468253,105014628,103105325","5,5,5,3,5,6,4","2,2,2,2,2,3,2","1167576,1167566,1167538,477012,476991,476953,476844","1.1301621489517873E-6,1.1301621489517873E-6,1.1301621489517873E-6,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277","1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753978167456,1753978178000,1753978205110,1754668731217,1754668752074,1754668790177,1754668899253","1,1,1,1,1,1,1","3722,7461,8630,10247,32014,7629,9015"
96,0baeb037a7fbd8434595ef04ff4775f65af07d33,,,,,,,,,,,,
97,0bbd4f3963cea09f70db5db51720300b,,,,,,,,,,,,
98,0bdcf291286b94bafb1dbcbf484c8fb7,,,,,,,,,,,,
99,0bde9f7aa3b46240c7cdb149001d4dec61021773,,,,,,,,,,,,
100,0bf23b016ec66a9914f42505859f2eed86a724f7,,,,,,,,,,,,
101,0bf5e9150d9d8f38e0a4af6fce6e42b549236391,,,,,,,,,,,,
102,0c0effa928e6321570b00fac964c8eeb,"4033451364556815,4163637870717962,4026864001149953,4168211200912392","12,12,12,12","14029,14029,14029,14029","100661362,100661362,100661362,100661362","2,2,2,2","7,7,7,7","1320359,1320328,1320237,1320192","1.5295111346281236E-7,1.5295111346281236E-7,1.5295111346281236E-7,1.5295111346281236E-7","1.0,1.0,1.0,1.0","1753851685431,1753851716759,1753851808082,1753851852386","1,1,1,1","24426,8368,25800,7194"
103,0c30b500bdc33462b701245d8f64b833,,,,,,,,,,,,
104,0c5701f0c79c8c802d793ddbecee01ee,,,,,,,,,,,,
105,0c5793140092f03656d858be6115fdeeea2b0193,"4169760469445646,4162320194055169,4067478789954563,3226281169249287,3989125164379144,4072113146371085,3377903222939648,4163571247751173,4114250497403912,3232538047259655,3787568238814211,4169769038519297,4163365201779724,4162320194055169,4162320194055169,4014809897197570,4049353413058571,4163365201779724,4169769038519297,4169769038519297,4033340841648131,4184927502380039,4184927502380039,4104347849583625,4003465525685259,4172531685891085,4072113146371085,3377903222939648,3415825214710789,4049353413058571","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,11","8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8517,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516,8516","103573813,104917739,104751955,102319541,103005444,0,102425008,102319541,102319541,103126822,0,102319541,102319541,104917739,104917739,0,0,102319541,102319541,102319541,102296593,102424277,102424277,104751955,104751955,0,0,102425008,102425008,0","3,3,4,3,3,2,4,4,4,3,2,4,4,3,3,3,2,4,4,4,3,4,4,4,4,4,2,4,5,2","1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,7,7,2,2,2,2,1","340907,340889,340866,317080,317066,317052,317035,317023,317017,316970,316960,316899,316885,316861,316837,316722,316700,316681,316666,316661,315726,315716,315710,314158,314140,274792,274768,274751,274690,274680","0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.04742587317756678,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.04742587317756678,0.02371293658878339,0.02371293658878339,0.04742587317756678,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754814784293,1754814802341,1754814824963,1754838610856,1754838625186,1754838638771,1754838655479,1754838667921,1754838673827,1754838721000,1754838730523,1754838791511,1754838806316,1754838830192,1754838853836,1754838968437,1754838990622,1754839010173,1754839024523,1754839030119,1754839965074,1754839974939,1754839980909,1754841532989,1754841550966,1754880898674,1754880922901,1754880940057,1754881000499,1754881011015","1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1","11188,6822,7446,11152,9423,5267,6913,4437,20555,5298,9022,7636,5387,23810,23810,5639,6300,3851,6762,6762,5956,6896,6896,13501,7649,7610,8533,11558,6465,11218"
106,0c57c3121fd3567db719b3815396bc73,"4182126595283981,4184709571603468,4184709571603468","11,11,11","12685,12685,12685","100452730,100452867,100452867","6,6,6","2,2,2","348652,348610,348569","0.00899310498104578,0.00899310498104578,0.00899310498104578","1.0,1.0,1.0","1754807391034,1754807433559,1754807474769","1,1,1","8404,37559,44065"
107,0c6285d2252b672b70601f245c06b4fc,,,,,,,,,,,,
108,0ca5a67d408335f5fb8b8d452b511e15dbb923a6,,,,,,,,,,,,
109,0d07dd9e9f4177cf850a820dc069bea1,,,,,,,,,,,,
110,0d15691491e764549720018a0a1061f66fb7b40f,,,,,,,,,,,,
111,0dc2c1cd3643891294350da1961fcb432b1b7e01,"3985407925297156,3985407925297156,3556114979152907,3556114979152907,3938362276457474,3938362276457474,4163677182434307,3995246109748226,4172034689821703,2181676179268610,4173605603597324,4172034689821703,4172034689821703,4176136045715466,4172034689821703,4177594810133519,4175078070984706,4175078070984706,4175078070984706,2899656875465728,4172162475056128,4175078070984706,3305792583819279,4180567386775562,4178857698421765,4180578980895749,4156341007363078,4159471150345224,2705624386446337,3971066993191938","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","15563,15563,12042,12042,11526,11526,10789,10805,18143,32368,18143,18143,18143,18143,18143,10789,10789,10789,10789,10840,10789,10789,18143,12042,10789,10789,11530,11530,16125,10789","100381959,100381959,100573476,100573476,102021177,102021177,102020713,103945677,100382064,100381045,100382064,100382064,100382064,100382064,100382064,100381281,100381897,100381897,100381897,100381625,100380822,100381897,103105792,100573476,100381897,100381897,102286355,100380509,100380232,100380822","3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,5,3","2,2,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1","694026,694003,693933,693907,693893,693854,693783,693613,693085,692558,687337,687303,687292,687106,686995,686901,686462,686367,686363,686085,685067,685010,614173,609845,609393,609376,608861,608817,346349,165334","1.6767506523323905E-4,3.353501304664781E-4,1.6767506523323905E-4,3.353501304664781E-4,1.6767506523323905E-4,3.353501304664781E-4,1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,4.555255972003227E-4,4.555255972003227E-4,9.110511944006454E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,9.110511944006454E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,0.00899310498104578,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754461890707,1754461913814,1754461984380,1754462009810,1754462024231,1754462062901,1754462134391,1754462304340,1754462831909,1754463358588,1754468579657,1754468614369,1754468624596,1754468810768,1754468921689,1754469016028,1754469454925,1754469549980,1754469553803,1754469832356,1754470849547,1754470907328,1754541743678,1754546071887,1754546524310,1754546541211,1754547055852,1754547099623,1754809568289,1754990582967","1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1","23361,23361,26089,26089,39176,39176,18842,12818,21610,10626,10997,10919,10919,9084,6160,3620,10479,7303,7303,6793,3682,19164,7678,41401,8008,5368,23975,13186,9403,18517"
112,0dc7a3f6b9b0e46cef275371fd379d30,"4166788292288516,4166954168314888,4159728829410312,4173339582721025,4170566400187399,4155153989934083,4170574216883207,4176590930223104,4173530026778630,4170574216883207","11,11,11,11,11,11,11,11,11,11","18493,18493,18493,18493,18494,18493,18494,18493,18493,18494","104922763,104922763,104922763,102068167,102068405,103278459,102068405,102068167,102068167,102068405","2,2,2,2,1,1,1,2,2,1","2,2,2,2,2,2,2,2,2,2","1036923,1036881,1036814,1036685,173331,173308,173283,173247,173221,173120","3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,8.35071092404759E-6,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754112880457,1754112923352,1754112989860,1754113118761,1754976472786,1754976496113,1754976520976,1754976556415,1754976583199,1754976684266","1,1,1,1,1,1,1,1,1,1","7126,61820,8076,21328,19186,9993,4790,22946,19582,17668"
113,0e029c812d3e52f6a0a02d9cb35cae8c,"4120057870822413,4125139321019398,4128231253663758,4170762816564227,4130974540880906,4176436180082692,4176436180082692,1234611197582337,1234611197582337,3764397201039373,3655683920551943,4176620702833679,4169344743776262,4118128808976388,4087050043485189,4176217348759565,4176217348759565,4110036457316356,4087050043485189,4180609395629060,4180609395629060,4128272149998602,4128299675872265,4128272149998602,3119201073421323,4176216097795085,4156727469091845,4162097344011271,4143638770277386,3773025093313550","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","38440,12591,11477,8309,11483,13351,13351,11485,11485,8306,11477,11485,11485,12222,8293,8281,8281,8281,8293,4510,4510,11982,11982,11982,11982,8281,8310,11462,11462,8310","100570826,105044809,100417824,100415906,100417922,100393550,100393550,100399063,100399063,100401540,102023308,100703641,100703641,102440735,100418694,100419270,100419270,100402496,100418694,100400931,100400931,105051426,105051426,105051426,100413743,100419270,104598593,100402467,103147298,104598593","3,2,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3","2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1","1054280,1054261,1054119,1054094,1054058,845963,845953,844187,844178,844166,844151,844099,844048,844031,593431,593338,593331,593307,590155,588981,588973,344461,344330,344259,344220,344013,343984,343965,343945,343912","3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,6.169728799311586E-5,1.2339457598623172E-4,6.169728799311586E-5,1.2339457598623172E-4,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754103579408,1754103598369,1754103739909,1754103764826,1754103800590,1754311896120,1754311906012,1754313671646,1754313680787,1754313693321,1754313707702,1754313759985,1754313811564,1754313827814,1754564428160,1754564521527,1754564527936,1754564551746,1754567704523,1754568878406,1754568886542,1754813397644,1754813529525,1754813599916,1754813639102,1754813845744,1754813875059,1754813893944,1754813913612,1754813947106","1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1","10767,25886,6874,17391,38185,11206,11206,10362,10362,8609,4786,4622,4075,7852,5615,7700,7700,22872,18443,9321,9321,31362,4779,4458,13113,6107,4203,15150,15135,13595"
114,0e03911c01ed559ce047c56631de915e,,,,,,,,,,,,
115,0e20b4b35176ec6729e571ef23d4f860,,,,,,,,,,,,
116,0e22328100ddd8e3a4250dda947d9611,,,,,,,,,,,,
117,0e3104c39223388cb3bd048ff6d1d0a23da61af7,,,,,,,,,,,,
118,0e6f9add0ddc6a3f90b1b47f442ffbec,,,,,,,,,,,,
119,0e8137b0d9bbab713929d725e48f1a42b3eaf57d,"4169376338418694,4169376338418694,4169376338418694,4166629735145481,4166629735145481,4165343443823626,4022211934232588,4152304648629258,4115724202322957,4125887663890437,4171877158346764,4170698601357327,4170698601357327,4170919187180553,4169376338418694,4165343443823626,4155034378972162,4169376338418694,4155034378972162,4179236150157324,4176661155405839,4182100659907584,4166629735145481,4176531539042309,4176531539042309,4138249922174987,4167784910035971,4181991988502535,4176661155405839,3008985447345154","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,30552,37208,30552,30552,30552,363","102319951,102319951,102319951,100710952,100710952,100710952,100710952,100666983,100635367,100667036,100635909,102290380,102290380,103217865,102319951,100710952,102319951,102319951,102319951,100666983,100666983,102019679,100710952,100635244,100635244,102290694,102290380,100666983,100666983,0","2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,2,2,2,3,2,2,2,2,2,1,2,3,2,2","2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3","1240589,1233663,1205683,1073601,1073584,1073577,1073491,1058996,1058941,1050425,990344,990269,990256,990218,911852,901847,824807,824626,718159,682787,682756,445567,424267,424199,424179,424140,424108,423914,423888,423828","4.1576401383206604E-7,4.1576401383206604E-7,1.1301621489517873E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,2.2698934351217197E-5,2.2698934351217197E-5,6.169728799311586E-5,6.169728799311586E-5,1.6767506523323905E-4,4.555255972003227E-4,4.555255972003227E-4,0.0033464254621424277,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753936478679,1753943404797,1753971384855,1754103467176,1754103484193,1754103490257,1754103576576,1754118071517,1754118127251,1754126642610,1754186723270,1754186799125,1754186811662,1754186849412,1754265215586,1754275220339,1754352261078,1754352441386,1754458909065,1754494281239,1754494312043,1754731500388,1754752800796,1754752868694,1754752888472,1754752927328,1754752960168,1754753153399,1754753179691,1754753240210","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","24225,28269,19288,13845,3723,19320,17306,4591,4425,22744,25345,4754,15815,12948,11921,12183,15762,5498,16937,24986,41682,15268,6791,18377,5924,10269,34806,12342,6093,10283"
120,0e85366ee34bc44f45ce8e6fbbb9100b,,,,,,,,,,,,
121,0eab1c349955bebb7e89e3585fd1689d,,,,,,,,,,,,
122,0eb15c4ae7d2bdd4c7eac4038d3d06fe,,,,,,,,,,,,
123,0eb384fd742d68df7ab03e2d0cc1875a,,,,,,,,,,,,
124,0eb7df6ce4ee2754e79c1b7f4998ecde,"3969446617799694,3125969560232963,3433565907557377,4081735388556288,3877636646937609,3442176570711048,3335662532157446,4180604299062281,4180604184469513,4156758620282883,4180488178674700,4041636152844300,4121137781943296,4180613118831623,4117311431024644,4081735388556288,2994758549367811,4170547926425612","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","3083,4560,5889,4560,11930,5889,4560,4560,4560,4560,3084,11919,4560,4560,32457,4560,5890,5889","100552664,100481031,100559634,100482785,100477366,100559634,100484864,100484436,100484436,100482656,100680333,105037793,103679959,100484436,100669687,100482785,102317306,100483762","2,2,3,2,4,3,5,3,3,3,3,3,5,3,3,2,3,3","1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2","720890,720866,720721,720698,720667,720630,720580,180450,180334,180284,180240,180205,180133,180066,180012,179971,179937,179794","1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,1.6767506523323905E-4,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754434232491,1754434256975,1754434401964,1754434424536,1754434455734,1754434493196,1754434542964,1754974672819,1754974788498,1754974839201,1754974882515,1754974917815,1754974989511,1754975056815,1754975110544,1754975152084,1754975185995,1754975329392","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","16644,17165,15588,11796,14250,9689,23302,15011,15484,23257,9255,21228,15147,24726,15611,19533,17696,49343"
125,0ec901b820930ec8590d165a93779b70747b67ef,,,,,,,,,,,,
126,0ed1ac8ce5256f7a9b0eca9d27be3f63,,,,,,,,,,,,
127,0eed4838b22971c807cc5af3a30fadb952f2ecc2,"4169432748858370,4145107079998470,4171012726431757","11,11,11","29884,29884,29884","102063549,102063348,102063612","2,2,3","2,1,2","931222,931152,931014","2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5","1.0,1.0,1.0","1754239381742,1754239451835,1754239589528","1,1,1","12528,11930,25556"
128,0efaf670cc2df99b633724ed9f9ad8fd3c169c99,"4155246214278149,3504292392541190,3017185939188748,4039129488878599,4089832288476161,3671014520315912,3822686730592263,4090089450429448,4090089450429448,4174658888707082,2920493131867137,4173365617781771,4155246214278149","11,11,12,12,12,12,12,12,12,11,11,11,11","13293,13298,13293,13293,13293,13354,13293,13293,13293,13293,13293,13298,13293","102044344,102044481,102044950,102044344,102044777,103110593,102045126,102045126,102045126,102044427,102045131,102044302,102044344","2,3,1,1,1,1,1,2,2,2,2,2,2","2,2,5,5,3,7,3,3,3,3,1,1,2","585464,585374,582543,582481,582371,582211,582163,582130,582106,126969,126942,126866,126834","0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754548220760,1754548310517,1754551140827,1754551203262,1754551313446,1754551473745,1754551520928,1754551554642,1754551578302,1755006715409,1755006742733,1755006818615,1755006849868","1,1,1,1,1,1,1,1,2,1,1,1,1","22249,14319,31822,37571,23084,8773,24746,25094,25094,9572,48600,17391,52996"
129,0f0746a888edcb2388b7d761a4d2fe98,,,,,,,,,,,,
130,0f14193548e1b42874bb19917b6d488b,,,,,,,,,,,,
131,0f153827f2a44c386e92a6cfcfc05c71,,,,,,,,,,,,
132,0f69e11e87b73dad9e66af6a7d9ac1b1,"4016790796131328,4016790796131328,4016790796131328,4016790796131328,4143561852513281,4169873555971077,4143533701767172,2057117981170693,4166147010879497,4169324127723531,4016790796131328,4169873555971077,4016790796131328,4016790796131328,4016790796131328,4016790796131328","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548","100583007,100583007,100583007,100583007,100583007,100583007,100583007,100583008,100582984,102274954,100583007,100583007,100583007,100583007,100583007,100583007","6,6,6,6,5,5,5,4,5,5,6,5,6,6,6,6","3,3,3,3,3,4,3,2,3,3,3,4,3,3,3,3","878202,878186,877922,877917,877534,877520,877506,877494,877408,877399,383100,383048,383026,383021,382959,382953","2.2698934351217197E-5,4.5397868702434395E-5,2.2698934351217197E-5,4.5397868702434395E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,2.2698934351217197E-5,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.01798620996209156,0.00899310498104578,0.01798620996209156","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754306631600,1754306647433,1754306911324,1754306915662,1754307299023,1754307312682,1754307327477,1754307338736,1754307425065,1754307434294,1754801733392,1754801785624,1754801806881,1754801812053,1754801874471,1754801879687","1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2","17763,17763,14428,14428,7300,9380,7087,11126,3901,16762,23676,5471,7525,7525,6861,6861"
133,0f8e88f9e52cdcf5ab0841a20c820e4a,"4160488431037453,4160488431037453,4160488431037453,4180541188939791,4180541188939791,4136495158701062,4174000150600709,4160488431037453,4174000150600709,4136495158701062,4126769826683917,4176121974381569,4157710832577537,4184747434617856,4160488431037453,4166545560378379","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","36498,36498,36498,36498,36498,36498,36498,36498,36498,36498,36498,36498,36498,36498,36498,36498","102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376,102066376","2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5","2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2","588693,499866,471328,433932,412514,412478,412452,342897,342885,342544,342057,341966,341720,251329,251263,251093","0.0012363115783173872,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.05960146101105877,0.05960146101105877,0.05960146101105877","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754546198514,1754635025320,1754663563974,1754700959527,1754722377936,1754722413203,1754722439037,1754791994029,1754792006151,1754792347895,1754792834420,1754792925414,1754793171093,1754883562776,1754883628578,1754883798685","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","6814,10910,8616,6857,7519,8040,32498,5642,51937,5974,6527,18528,10727,42397,10902,4324"
134,0fb24f280b1e132019ecc8938d3c3def,,,,,,,,,,,,
135,0fb60c2c2b31a4b3bbff923f0d70ac9a,,,,,,,,,,,,
136,1000cbb0522a2d58d53cdd8f448841af5cdf7fc5,,,,,,,,,,,,
137,101277cd6ec1a1a64f551f8a1eb537dee4eddfc3,,,,,,,,,,,,
138,10235e65f0df0227a939f86e4be3293f,,,,,,,,,,,,
139,102ad8fedbee171310e2bda83121b2a7,,,,,,,,,,,,
140,1030737c1b3a27da078e92b9f4db7923ff7c9741,,,,,,,,,,,,
141,104aea6f3f892fe0d633423ad13a9dc980953abf,,,,,,,,,,,,
142,104ec9cd8c94edb0f88fa3c2fee388fa,,,,,,,,,,,,
143,10a3b9ede6d536862dd4c881ed22ab007cf975b6,,,,,,,,,,,,
